Q,A,label
약은 하루에 한번만 먹어도 되나요?,"약의 복용 횟수는 개인에 따라 다릅니다. 하루 1회, 2회, 3회 복용할 수 있으며, 필요한 경우에는 증상 및 상태에 따라 추가적으로 약물을 복용할 수도 있습니다.",0
하루에 약을 얼마나 먹어야 하나요?,"약의 복용 횟수는 개인에 따라 다릅니다. 하루 1회, 2회, 3회 복용할 수 있으며, 필요한 경우에는 증상 및 상태에 따라 추가적으로 약물을 복용할 수도 있습니다.",0
하루 복용 기준치가 있나요?,"약의 복용 횟수는 개인에 따라 다릅니다. 하루 1회, 2회, 3회 복용할 수 있으며, 필요한 경우에는 증상 및 상태에 따라 추가적으로 약물을 복용할 수도 있습니다.",0
약 먹는 주기가 언제였죠?,"약의 복용 횟수는 개인에 따라 다릅니다. 하루 1회, 2회, 3회 복용할 수 있으며, 필요한 경우에는 증상 및 상태에 따라 추가적으로 약물을 복용할 수도 있습니다.",0
하루에 몇 번 약을 먹어야 하나요?,"약의 복용 횟수는 개인에 따라 다릅니다. 하루 1회, 2회, 3회 복용할 수 있으며, 필요한 경우에는 증상 및 상태에 따라 추가적으로 약물을 복용할 수도 있습니다.",0
약 복용 횟수를 줄이고 싶은데 가능한가요?,"약의 복용 횟수는 개인에 따라 다릅니다. 하루 1회, 2회, 3회 복용할 수 있으며, 필요한 경우에는 증상 및 상태에 따라 추가적으로 약물을 복용할 수도 있습니다.",0
일일 복용 횟수는 어떻게 되나요?,"약의 복용 횟수는 개인에 따라 다릅니다. 하루 1회, 2회, 3회 복용할 수 있으며, 필요한 경우에는 증상 및 상태에 따라 추가적으로 약물을 복용할 수도 있습니다.",0
1. 약을 매일 먹어야 하나요?,"현재까지 시중에 나와 있는 조현병 치료 경구약물은 매일 복용해야 합니다. 단, 항정신병약물의 장기지속형 주사제와 같은 경우는 약물의 종류에 따라 2주, 1개월 3개월 주기로 주사를 맞으면 됩니다.",0
매일 꾸준히 약을 먹어야 하나요?,"현재까지 시중에 나와 있는 조현병 치료 경구약물은 매일 복용해야 합니다. 단, 항정신병약물의 장기지속형 주사제와 같은 경우는 약물의 종류에 따라 2주, 1개월 3개월 주기로 주사를 맞으면 됩니다.",0
약을 며칠에 한 번 씩 먹어도 되나요?,"현재까지 시중에 나와 있는 조현병 치료 경구약물은 매일 복용해야 합니다. 단, 항정신병약물의 장기지속형 주사제와 같은 경우는 약물의 종류에 따라 2주, 1개월 3개월 주기로 주사를 맞으면 됩니다.",0
약은 어느 주기로 먹어야하나요?,"현재까지 시중에 나와 있는 조현병 치료 경구약물은 매일 복용해야 합니다. 단, 항정신병약물의 장기지속형 주사제와 같은 경우는 약물의 종류에 따라 2주, 1개월 3개월 주기로 주사를 맞으면 됩니다.",0
약은 매일 먹나요?,"현재까지 시중에 나와 있는 조현병 치료 경구약물은 매일 복용해야 합니다. 단, 항정신병약물의 장기지속형 주사제와 같은 경우는 약물의 종류에 따라 2주, 1개월 3개월 주기로 주사를 맞으면 됩니다.",0
매일 약을 먹어야 하나요?,"현재까지 시중에 나와 있는 조현병 치료 경구약물은 매일 복용해야 합니다. 단, 항정신병약물의 장기지속형 주사제와 같은 경우는 약물의 종류에 따라 2주, 1개월 3개월 주기로 주사를 맞으면 됩니다.",0
매일 먹지 않아도 되는 약도 있나요?,"현재까지 시중에 나와 있는 조현병 치료 경구약물은 매일 복용해야 합니다. 단, 항정신병약물의 장기지속형 주사제와 같은 경우는 약물의 종류에 따라 2주, 1개월 3개월 주기로 주사를 맞으면 됩니다.",0
1. 아침 먹는 약과 밤에 먹는 약에 차이가 있나요?,"낮동안에 활동과 야간의 수면을 위해서 약물의 특성을 고려해 차이가 있는 경우가 많습니다.
반감기가 짧은 약물의 경우에는 같은 약을 아침 저녁으로 나누기도 하지만, 보통 졸음을 많이 유발 시킬 수 있는 약물은 밤에 복용하도록 하고 있습니다",0
아침약과 저녁약은 어떤 점이 다른가요?,"낮동안에 활동과 야간의 수면을 위해서 약물의 특성을 고려해 차이가 있는 경우가 많습니다.
반감기가 짧은 약물의 경우에는 같은 약을 아침 저녁으로 나누기도 하지만, 보통 졸음을 많이 유발 시킬 수 있는 약물은 밤에 복용하도록 하고 있습니다",0
아침약과 저녁약이 나누어져 있는 이유가 뭔가요?,"낮동안에 활동과 야간의 수면을 위해서 약물의 특성을 고려해 차이가 있는 경우가 많습니다.
반감기가 짧은 약물의 경우에는 같은 약을 아침 저녁으로 나누기도 하지만, 보통 졸음을 많이 유발 시킬 수 있는 약물은 밤에 복용하도록 하고 있습니다",0
시간대별로 먹는 약에 따라 차이가 있나요?,"낮동안에 활동과 야간의 수면을 위해서 약물의 특성을 고려해 차이가 있는 경우가 많습니다.
반감기가 짧은 약물의 경우에는 같은 약을 아침 저녁으로 나누기도 하지만, 보통 졸음을 많이 유발 시킬 수 있는 약물은 밤에 복용하도록 하고 있습니다",0
아침에 먹는 약이랑 밤에 먹는 약이라는 걸 나누는 기준이 뭔가요?,"낮동안에 활동과 야간의 수면을 위해서 약물의 특성을 고려해 차이가 있는 경우가 많습니다.
반감기가 짧은 약물의 경우에는 같은 약을 아침 저녁으로 나누기도 하지만, 보통 졸음을 많이 유발 시킬 수 있는 약물은 밤에 복용하도록 하고 있습니다",0
낮과 밤에 먹는 약에 차이가 있나요?,"낮동안에 활동과 야간의 수면을 위해서 약물의 특성을 고려해 차이가 있는 경우가 많습니다.
반감기가 짧은 약물의 경우에는 같은 약을 아침 저녁으로 나누기도 하지만, 보통 졸음을 많이 유발 시킬 수 있는 약물은 밤에 복용하도록 하고 있습니다",0
밤에 먹는 약을 아침에 먹어도 괜찮나요?,"낮동안에 활동과 야간의 수면을 위해서 약물의 특성을 고려해 차이가 있는 경우가 많습니다.
반감기가 짧은 약물의 경우에는 같은 약을 아침 저녁으로 나누기도 하지만, 보통 졸음을 많이 유발 시킬 수 있는 약물은 밤에 복용하도록 하고 있습니다",0
1. 알약의 개수를 줄일 수 있나요?,"복용하고 있는 약의 개수는 줄일 수 있습니다. 증상의 호전을 보이거나 기존에 있었던 부작용을 더 이상 느끼지 않는다면 이에 해당하는 약물을 중단할 수 있기 때문입니다. 그리고 시간이 흘러 증상이 호전되고 상태가 안정되는 경우 점차 약물의 용량을 감량할 수 있기 때문입니다. 간혹, 용량은 줄어드는데, 알약의 개수가 늘어나는 경우도 있습니다. 이런 경우는 큰 용량의 한 개에서 작은 용량의 여러 개로 바꿀 수밖에 없는 경우입니다.",0
약을 줄이고 싶은데 괜찮을까요?,"복용하고 있는 약의 개수는 줄일 수 있습니다. 증상의 호전을 보이거나 기존에 있었던 부작용을 더 이상 느끼지 않는다면 이에 해당하는 약물을 중단할 수 있기 때문입니다. 그리고 시간이 흘러 증상이 호전되고 상태가 안정되는 경우 점차 약물의 용량을 감량할 수 있기 때문입니다. 간혹, 용량은 줄어드는데, 알약의 개수가 늘어나는 경우도 있습니다. 이런 경우는 큰 용량의 한 개에서 작은 용량의 여러 개로 바꿀 수밖에 없는 경우입니다.",0
증상이 나아지는 것 같은데 약을 조금 줄일 수 있나요?,"복용하고 있는 약의 개수는 줄일 수 있습니다. 증상의 호전을 보이거나 기존에 있었던 부작용을 더 이상 느끼지 않는다면 이에 해당하는 약물을 중단할 수 있기 때문입니다. 그리고 시간이 흘러 증상이 호전되고 상태가 안정되는 경우 점차 약물의 용량을 감량할 수 있기 때문입니다. 간혹, 용량은 줄어드는데, 알약의 개수가 늘어나는 경우도 있습니다. 이런 경우는 큰 용량의 한 개에서 작은 용량의 여러 개로 바꿀 수밖에 없는 경우입니다.",0
증상에 호전이 있다면 복용 약을 줄일 수 있나요?,"복용하고 있는 약의 개수는 줄일 수 있습니다. 증상의 호전을 보이거나 기존에 있었던 부작용을 더 이상 느끼지 않는다면 이에 해당하는 약물을 중단할 수 있기 때문입니다. 그리고 시간이 흘러 증상이 호전되고 상태가 안정되는 경우 점차 약물의 용량을 감량할 수 있기 때문입니다. 간혹, 용량은 줄어드는데, 알약의 개수가 늘어나는 경우도 있습니다. 이런 경우는 큰 용량의 한 개에서 작은 용량의 여러 개로 바꿀 수밖에 없는 경우입니다.",0
약이 개수가 줄어들수도 있나요?,"복용하고 있는 약의 개수는 줄일 수 있습니다. 증상의 호전을 보이거나 기존에 있었던 부작용을 더 이상 느끼지 않는다면 이에 해당하는 약물을 중단할 수 있기 때문입니다. 그리고 시간이 흘러 증상이 호전되고 상태가 안정되는 경우 점차 약물의 용량을 감량할 수 있기 때문입니다. 간혹, 용량은 줄어드는데, 알약의 개수가 늘어나는 경우도 있습니다. 이런 경우는 큰 용량의 한 개에서 작은 용량의 여러 개로 바꿀 수밖에 없는 경우입니다.",0
먹는 양을 줄일 수 있나요?,"복용하고 있는 약의 개수는 줄일 수 있습니다. 증상의 호전을 보이거나 기존에 있었던 부작용을 더 이상 느끼지 않는다면 이에 해당하는 약물을 중단할 수 있기 때문입니다. 그리고 시간이 흘러 증상이 호전되고 상태가 안정되는 경우 점차 약물의 용량을 감량할 수 있기 때문입니다. 간혹, 용량은 줄어드는데, 알약의 개수가 늘어나는 경우도 있습니다. 이런 경우는 큰 용량의 한 개에서 작은 용량의 여러 개로 바꿀 수밖에 없는 경우입니다.",0
먹는 약의 양을 줄여도 되나요?,"복용하고 있는 약의 개수는 줄일 수 있습니다. 증상의 호전을 보이거나 기존에 있었던 부작용을 더 이상 느끼지 않는다면 이에 해당하는 약물을 중단할 수 있기 때문입니다. 그리고 시간이 흘러 증상이 호전되고 상태가 안정되는 경우 점차 약물의 용량을 감량할 수 있기 때문입니다. 간혹, 용량은 줄어드는데, 알약의 개수가 늘어나는 경우도 있습니다. 이런 경우는 큰 용량의 한 개에서 작은 용량의 여러 개로 바꿀 수밖에 없는 경우입니다.",0
"1. 먹는 약과 주사제는 어떤 차이가 있나요?
2. 매달 주사를 맞으면 먹는 약은 먹지 않아도 되나요?
3. 주사제는 몇 달에 한 번씩 맞아야 하나요?
4. 장기지속형 주사제라는 것이 무엇인가요?"," 약의 성분은 동일하지만, 투약 경로가 다르며, 장기 지속형 주사제의 경우에는 작용 시간이 늘어남에 따라 투여 기간이 늘어납니다. 따라서 먹는 약은 거의 매일 복용하는 반면, 장기 지속형 주사제의 경우에는 2주, 1개월, 3개월 간격으로 투여 받습니다. 또한 경구 약물의 경우에는 환자분이 실수로 복용하지 못하는 경우도 있지만, 장기 지속형 주사제의 경우에는 일정한 간격으로 주사를 맞는 다면 그 사이에는 따로 신경쓸 필요가 없습니다. 간혹 어쩔 수 없이 주사를 맞는 환자분들 중에서도 경구약을 같이 복용하게 되지만, 경구약을 복용하지 못하는 경우에도 주사약물이 체내에 존재하고 있기 때문에 급격한 증상의 악화는 어느 정도 막을 수 있는 장점이 있습니다.",0
주사제는 얼마나 자주 맞아야 하나요?," 약의 성분은 동일하지만, 투약 경로가 다르며, 장기 지속형 주사제의 경우에는 작용 시간이 늘어남에 따라 투여 기간이 늘어납니다. 따라서 먹는 약은 거의 매일 복용하는 반면, 장기 지속형 주사제의 경우에는 2주, 1개월, 3개월 간격으로 투여 받습니다. 또한 경구 약물의 경우에는 환자분이 실수로 복용하지 못하는 경우도 있지만, 장기 지속형 주사제의 경우에는 일정한 간격으로 주사를 맞는 다면 그 사이에는 따로 신경쓸 필요가 없습니다. 간혹 어쩔 수 없이 주사를 맞는 환자분들 중에서도 경구약을 같이 복용하게 되지만, 경구약을 복용하지 못하는 경우에도 주사약물이 체내에 존재하고 있기 때문에 급격한 증상의 악화는 어느 정도 막을 수 있는 장점이 있습니다.",0
주사제도 먹는약처럼 자주 맞아야 하나요?," 약의 성분은 동일하지만, 투약 경로가 다르며, 장기 지속형 주사제의 경우에는 작용 시간이 늘어남에 따라 투여 기간이 늘어납니다. 따라서 먹는 약은 거의 매일 복용하는 반면, 장기 지속형 주사제의 경우에는 2주, 1개월, 3개월 간격으로 투여 받습니다. 또한 경구 약물의 경우에는 환자분이 실수로 복용하지 못하는 경우도 있지만, 장기 지속형 주사제의 경우에는 일정한 간격으로 주사를 맞는 다면 그 사이에는 따로 신경쓸 필요가 없습니다. 간혹 어쩔 수 없이 주사를 맞는 환자분들 중에서도 경구약을 같이 복용하게 되지만, 경구약을 복용하지 못하는 경우에도 주사약물이 체내에 존재하고 있기 때문에 급격한 증상의 악화는 어느 정도 막을 수 있는 장점이 있습니다.",0
약과 주사제는 성분이 동일한가요?," 약의 성분은 동일하지만, 투약 경로가 다르며, 장기 지속형 주사제의 경우에는 작용 시간이 늘어남에 따라 투여 기간이 늘어납니다. 따라서 먹는 약은 거의 매일 복용하는 반면, 장기 지속형 주사제의 경우에는 2주, 1개월, 3개월 간격으로 투여 받습니다. 또한 경구 약물의 경우에는 환자분이 실수로 복용하지 못하는 경우도 있지만, 장기 지속형 주사제의 경우에는 일정한 간격으로 주사를 맞는 다면 그 사이에는 따로 신경쓸 필요가 없습니다. 간혹 어쩔 수 없이 주사를 맞는 환자분들 중에서도 경구약을 같이 복용하게 되지만, 경구약을 복용하지 못하는 경우에도 주사약물이 체내에 존재하고 있기 때문에 급격한 증상의 악화는 어느 정도 막을 수 있는 장점이 있습니다.",0
주사제는 약에 비해 무엇이 더 좋은가요?," 약의 성분은 동일하지만, 투약 경로가 다르며, 장기 지속형 주사제의 경우에는 작용 시간이 늘어남에 따라 투여 기간이 늘어납니다. 따라서 먹는 약은 거의 매일 복용하는 반면, 장기 지속형 주사제의 경우에는 2주, 1개월, 3개월 간격으로 투여 받습니다. 또한 경구 약물의 경우에는 환자분이 실수로 복용하지 못하는 경우도 있지만, 장기 지속형 주사제의 경우에는 일정한 간격으로 주사를 맞는 다면 그 사이에는 따로 신경쓸 필요가 없습니다. 간혹 어쩔 수 없이 주사를 맞는 환자분들 중에서도 경구약을 같이 복용하게 되지만, 경구약을 복용하지 못하는 경우에도 주사약물이 체내에 존재하고 있기 때문에 급격한 증상의 악화는 어느 정도 막을 수 있는 장점이 있습니다.",0
주사제는 뭔가요?," 약의 성분은 동일하지만, 투약 경로가 다르며, 장기 지속형 주사제의 경우에는 작용 시간이 늘어남에 따라 투여 기간이 늘어납니다. 따라서 먹는 약은 거의 매일 복용하는 반면, 장기 지속형 주사제의 경우에는 2주, 1개월, 3개월 간격으로 투여 받습니다. 또한 경구 약물의 경우에는 환자분이 실수로 복용하지 못하는 경우도 있지만, 장기 지속형 주사제의 경우에는 일정한 간격으로 주사를 맞는 다면 그 사이에는 따로 신경쓸 필요가 없습니다. 간혹 어쩔 수 없이 주사를 맞는 환자분들 중에서도 경구약을 같이 복용하게 되지만, 경구약을 복용하지 못하는 경우에도 주사약물이 체내에 존재하고 있기 때문에 급격한 증상의 악화는 어느 정도 막을 수 있는 장점이 있습니다.",0
주사로 맞는 약도 있다던데 어떤 방식인가요?," 약의 성분은 동일하지만, 투약 경로가 다르며, 장기 지속형 주사제의 경우에는 작용 시간이 늘어남에 따라 투여 기간이 늘어납니다. 따라서 먹는 약은 거의 매일 복용하는 반면, 장기 지속형 주사제의 경우에는 2주, 1개월, 3개월 간격으로 투여 받습니다. 또한 경구 약물의 경우에는 환자분이 실수로 복용하지 못하는 경우도 있지만, 장기 지속형 주사제의 경우에는 일정한 간격으로 주사를 맞는 다면 그 사이에는 따로 신경쓸 필요가 없습니다. 간혹 어쩔 수 없이 주사를 맞는 환자분들 중에서도 경구약을 같이 복용하게 되지만, 경구약을 복용하지 못하는 경우에도 주사약물이 체내에 존재하고 있기 때문에 급격한 증상의 악화는 어느 정도 막을 수 있는 장점이 있습니다.",0
약 말고 주사로 치료할 수 있나요?," 약의 성분은 동일하지만, 투약 경로가 다르며, 장기 지속형 주사제의 경우에는 작용 시간이 늘어남에 따라 투여 기간이 늘어납니다. 따라서 먹는 약은 거의 매일 복용하는 반면, 장기 지속형 주사제의 경우에는 2주, 1개월, 3개월 간격으로 투여 받습니다. 또한 경구 약물의 경우에는 환자분이 실수로 복용하지 못하는 경우도 있지만, 장기 지속형 주사제의 경우에는 일정한 간격으로 주사를 맞는 다면 그 사이에는 따로 신경쓸 필요가 없습니다. 간혹 어쩔 수 없이 주사를 맞는 환자분들 중에서도 경구약을 같이 복용하게 되지만, 경구약을 복용하지 못하는 경우에도 주사약물이 체내에 존재하고 있기 때문에 급격한 증상의 악화는 어느 정도 막을 수 있는 장점이 있습니다.",0
주사는 매일 맞아야 하나요?," 약의 성분은 동일하지만, 투약 경로가 다르며, 장기 지속형 주사제의 경우에는 작용 시간이 늘어남에 따라 투여 기간이 늘어납니다. 따라서 먹는 약은 거의 매일 복용하는 반면, 장기 지속형 주사제의 경우에는 2주, 1개월, 3개월 간격으로 투여 받습니다. 또한 경구 약물의 경우에는 환자분이 실수로 복용하지 못하는 경우도 있지만, 장기 지속형 주사제의 경우에는 일정한 간격으로 주사를 맞는 다면 그 사이에는 따로 신경쓸 필요가 없습니다. 간혹 어쩔 수 없이 주사를 맞는 환자분들 중에서도 경구약을 같이 복용하게 되지만, 경구약을 복용하지 못하는 경우에도 주사약물이 체내에 존재하고 있기 때문에 급격한 증상의 악화는 어느 정도 막을 수 있는 장점이 있습니다.",0
"1. 이전부터 먹고 있던 다른 진료과 약과 함께 먹어도 되나요?
2. 조현병 약 외에 다른 종류의 약도 먹어야 할까요?","대부분의 약들이 간에서 대사가 이루어지며 약물이 간의 특정 효소에 영향을 주기도 합니다. 따라서 약물마다 다양한 영향을 주고받을 수 있으므로, 같이 복용해야 하는 약물이 있다면 꼭 담당 선생님과 상의를 먼저 하시기 바랍니다.",0
이미 먹고 있는 약이 있어요,"대부분의 약들이 간에서 대사가 이루어지며 약물이 간의 특정 효소에 영향을 주기도 합니다. 따라서 약물마다 다양한 영향을 주고받을 수 있으므로, 같이 복용해야 하는 약물이 있다면 꼭 담당 선생님과 상의를 먼저 하시기 바랍니다.",0
약을 추가로 먹어도 되나요?,"대부분의 약들이 간에서 대사가 이루어지며 약물이 간의 특정 효소에 영향을 주기도 합니다. 따라서 약물마다 다양한 영향을 주고받을 수 있으므로, 같이 복용해야 하는 약물이 있다면 꼭 담당 선생님과 상의를 먼저 하시기 바랍니다.",0
미리 먹고 있던 약이 있는데 같이 먹어도 되나요?,"대부분의 약들이 간에서 대사가 이루어지며 약물이 간의 특정 효소에 영향을 주기도 합니다. 따라서 약물마다 다양한 영향을 주고받을 수 있으므로, 같이 복용해야 하는 약물이 있다면 꼭 담당 선생님과 상의를 먼저 하시기 바랍니다.",0
다른데서 처방받은 약과 같이 먹어도 되나요?,"대부분의 약들이 간에서 대사가 이루어지며 약물이 간의 특정 효소에 영향을 주기도 합니다. 따라서 약물마다 다양한 영향을 주고받을 수 있으므로, 같이 복용해야 하는 약물이 있다면 꼭 담당 선생님과 상의를 먼저 하시기 바랍니다.",0
다른 약과 같이 먹어도 되나요?,"대부분의 약들이 간에서 대사가 이루어지며 약물이 간의 특정 효소에 영향을 주기도 합니다. 따라서 약물마다 다양한 영향을 주고받을 수 있으므로, 같이 복용해야 하는 약물이 있다면 꼭 담당 선생님과 상의를 먼저 하시기 바랍니다.",0
원래 먹고 있던 약과 먹어도 되나요?,"대부분의 약들이 간에서 대사가 이루어지며 약물이 간의 특정 효소에 영향을 주기도 합니다. 따라서 약물마다 다양한 영향을 주고받을 수 있으므로, 같이 복용해야 하는 약물이 있다면 꼭 담당 선생님과 상의를 먼저 하시기 바랍니다.",0
다른 약과 같이 먹어도 될까요?,"대부분의 약들이 간에서 대사가 이루어지며 약물이 간의 특정 효소에 영향을 주기도 합니다. 따라서 약물마다 다양한 영향을 주고받을 수 있으므로, 같이 복용해야 하는 약물이 있다면 꼭 담당 선생님과 상의를 먼저 하시기 바랍니다.",0
조현병약과 다른약을 같이 먹어도 괜찮을까요?,"대부분의 약들이 간에서 대사가 이루어지며 약물이 간의 특정 효소에 영향을 주기도 합니다. 따라서 약물마다 다양한 영향을 주고받을 수 있으므로, 같이 복용해야 하는 약물이 있다면 꼭 담당 선생님과 상의를 먼저 하시기 바랍니다.",0
1. 삼키기가 힘든데 부시거나 빻아서 먹어도 되나요?,대부분의 약물은 부시거나 빻아도 약물의 효능은 유지가 됩니다. 그러나 특정 약물들 중 예를들어 인베가(팔리페리돈)와 같은 약물은 체내에서 약물 농도를 일정하게 유지하기 위한 특별한 작용을 하기 때문에 부시거나 빻게 되면 그 효과가 없어지게 됩니다. 비슷하게 약들 중에 [서방형]이라고 적혀 있는 약물들은 대부분 유사한 작용을 가지고 있으므로 제형을 손상시키면 그 효과가 사라집니다.,0
약을 잘 못 먹는데 부숴서 먹어도 되나요?,대부분의 약물은 부시거나 빻아도 약물의 효능은 유지가 됩니다. 그러나 특정 약물들 중 예를들어 인베가(팔리페리돈)와 같은 약물은 체내에서 약물 농도를 일정하게 유지하기 위한 특별한 작용을 하기 때문에 부시거나 빻게 되면 그 효과가 없어지게 됩니다. 비슷하게 약들 중에 [서방형]이라고 적혀 있는 약물들은 대부분 유사한 작용을 가지고 있으므로 제형을 손상시키면 그 효과가 사라집니다.,0
약을 갈아서 먹어도 괜찮은가요?,대부분의 약물은 부시거나 빻아도 약물의 효능은 유지가 됩니다. 그러나 특정 약물들 중 예를들어 인베가(팔리페리돈)와 같은 약물은 체내에서 약물 농도를 일정하게 유지하기 위한 특별한 작용을 하기 때문에 부시거나 빻게 되면 그 효과가 없어지게 됩니다. 비슷하게 약들 중에 [서방형]이라고 적혀 있는 약물들은 대부분 유사한 작용을 가지고 있으므로 제형을 손상시키면 그 효과가 사라집니다.,0
약을 부셔서 가루로 먹어도 상관없나요?,대부분의 약물은 부시거나 빻아도 약물의 효능은 유지가 됩니다. 그러나 특정 약물들 중 예를들어 인베가(팔리페리돈)와 같은 약물은 체내에서 약물 농도를 일정하게 유지하기 위한 특별한 작용을 하기 때문에 부시거나 빻게 되면 그 효과가 없어지게 됩니다. 비슷하게 약들 중에 [서방형]이라고 적혀 있는 약물들은 대부분 유사한 작용을 가지고 있으므로 제형을 손상시키면 그 효과가 사라집니다.,0
약이 쪼개졌는데 효과에 차이는 없겠죠?,대부분의 약물은 부시거나 빻아도 약물의 효능은 유지가 됩니다. 그러나 특정 약물들 중 예를들어 인베가(팔리페리돈)와 같은 약물은 체내에서 약물 농도를 일정하게 유지하기 위한 특별한 작용을 하기 때문에 부시거나 빻게 되면 그 효과가 없어지게 됩니다. 비슷하게 약들 중에 [서방형]이라고 적혀 있는 약물들은 대부분 유사한 작용을 가지고 있으므로 제형을 손상시키면 그 효과가 사라집니다.,0
가루로 만들어서 약을 먹어도 되나요?,대부분의 약물은 부시거나 빻아도 약물의 효능은 유지가 됩니다. 그러나 특정 약물들 중 예를들어 인베가(팔리페리돈)와 같은 약물은 체내에서 약물 농도를 일정하게 유지하기 위한 특별한 작용을 하기 때문에 부시거나 빻게 되면 그 효과가 없어지게 됩니다. 비슷하게 약들 중에 [서방형]이라고 적혀 있는 약물들은 대부분 유사한 작용을 가지고 있으므로 제형을 손상시키면 그 효과가 사라집니다.,0
1. 어떤 제형의 약물을 복용하나요?,"일반적으로 알약인 경구약을 복용하게 됩니다만, 경우에 따라서는 장기지속형 주사제를 선택할 수 있습니다. 각각의 장단점이 있으니 담당 선생님과 충분히 상의 후 결정하시면 되겠습니다.
? 경구약과 장기지속형 주사제의 차이 비교",0
보통 알약을 먹나요?,"일반적으로 알약인 경구약을 복용하게 됩니다만, 경우에 따라서는 장기지속형 주사제를 선택할 수 있습니다. 각각의 장단점이 있으니 담당 선생님과 충분히 상의 후 결정하시면 되겠습니다.
? 경구약과 장기지속형 주사제의 차이 비교",0
알약을 먹는 경우가 많은가요?,"일반적으로 알약인 경구약을 복용하게 됩니다만, 경우에 따라서는 장기지속형 주사제를 선택할 수 있습니다. 각각의 장단점이 있으니 담당 선생님과 충분히 상의 후 결정하시면 되겠습니다.
? 경구약과 장기지속형 주사제의 차이 비교",0
주사제와 알약 중 어떤것을 보통 처방받나요?,"일반적으로 알약인 경구약을 복용하게 됩니다만, 경우에 따라서는 장기지속형 주사제를 선택할 수 있습니다. 각각의 장단점이 있으니 담당 선생님과 충분히 상의 후 결정하시면 되겠습니다.
? 경구약과 장기지속형 주사제의 차이 비교",0
어떤 방식으로 약을 먹게 되나요?,"일반적으로 알약인 경구약을 복용하게 됩니다만, 경우에 따라서는 장기지속형 주사제를 선택할 수 있습니다. 각각의 장단점이 있으니 담당 선생님과 충분히 상의 후 결정하시면 되겠습니다.
? 경구약과 장기지속형 주사제의 차이 비교",0
약을 먹고싶지 않을경우 다른 치료방법이 있나요?,"일반적으로 알약인 경구약을 복용하게 됩니다만, 경우에 따라서는 장기지속형 주사제를 선택할 수 있습니다. 각각의 장단점이 있으니 담당 선생님과 충분히 상의 후 결정하시면 되겠습니다.
? 경구약과 장기지속형 주사제의 차이 비교",0
1. 주사제는 먹는 약과 비교해 가격 차이가 있나요?,"일반적으로 장기지속형 주사제는 경구약에 비해 약 1.5배 가격이 더 비싸다고 합니다. 그러나 국가에서는 지속적인 치료가 필요한 경우에 재정적 지원을 하고 있습니다. 산정특례를 신청하게 되면 주사제의 비용을 많이 절약하실 수 있습니다.
? 산정특례 설명",0
어떤 약이 더 비싼가요?,"일반적으로 장기지속형 주사제는 경구약에 비해 약 1.5배 가격이 더 비싸다고 합니다. 그러나 국가에서는 지속적인 치료가 필요한 경우에 재정적 지원을 하고 있습니다. 산정특례를 신청하게 되면 주사제의 비용을 많이 절약하실 수 있습니다.
? 산정특례 설명",0
주사가 너무 비싼 것 같아요,"일반적으로 장기지속형 주사제는 경구약에 비해 약 1.5배 가격이 더 비싸다고 합니다. 그러나 국가에서는 지속적인 치료가 필요한 경우에 재정적 지원을 하고 있습니다. 산정특례를 신청하게 되면 주사제의 비용을 많이 절약하실 수 있습니다.
? 산정특례 설명",0
주사제가 먹는 약보다 더 비싼가요?,"일반적으로 장기지속형 주사제는 경구약에 비해 약 1.5배 가격이 더 비싸다고 합니다. 그러나 국가에서는 지속적인 치료가 필요한 경우에 재정적 지원을 하고 있습니다. 산정특례를 신청하게 되면 주사제의 비용을 많이 절약하실 수 있습니다.
? 산정특례 설명",0
주사제는 알약과 가격차이가 어느정도 나나요?,"일반적으로 장기지속형 주사제는 경구약에 비해 약 1.5배 가격이 더 비싸다고 합니다. 그러나 국가에서는 지속적인 치료가 필요한 경우에 재정적 지원을 하고 있습니다. 산정특례를 신청하게 되면 주사제의 비용을 많이 절약하실 수 있습니다.
? 산정특례 설명",0
주사제가 더 비싼가요?,"일반적으로 장기지속형 주사제는 경구약에 비해 약 1.5배 가격이 더 비싸다고 합니다. 그러나 국가에서는 지속적인 치료가 필요한 경우에 재정적 지원을 하고 있습니다. 산정특례를 신청하게 되면 주사제의 비용을 많이 절약하실 수 있습니다.
? 산정특례 설명",0
주사제가 약보다 더 비싼가요?,"일반적으로 장기지속형 주사제는 경구약에 비해 약 1.5배 가격이 더 비싸다고 합니다. 그러나 국가에서는 지속적인 치료가 필요한 경우에 재정적 지원을 하고 있습니다. 산정특례를 신청하게 되면 주사제의 비용을 많이 절약하실 수 있습니다.
? 산정특례 설명",0
"1. 이 약물의 이름은 무엇인가요?
2. 이 약물의 장점과 위험은 무엇인가요?
3. 내가 먹고 있는 약에 대한 정보를 찾아볼 수 있나요?",처방전과 복약지도서에 자세하게 안내되어 있으니 확인해 보시기 바랍니다. 또한 인터넷이 가능하시다면 https://www.health.kr 에서 식별이 가능합니다. (링크),0
약의 성분을 알고 싶어요,처방전과 복약지도서에 자세하게 안내되어 있으니 확인해 보시기 바랍니다. 또한 인터넷이 가능하시다면 https://www.health.kr 에서 식별이 가능합니다. (링크),0
제가 먹는 약에 대해 알고 싶어요,처방전과 복약지도서에 자세하게 안내되어 있으니 확인해 보시기 바랍니다. 또한 인터넷이 가능하시다면 https://www.health.kr 에서 식별이 가능합니다. (링크),0
