Q,A,label
좀 좋은약없나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
증상호전이 아니라 악화만되는게 약인가요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 oooo 약은 약이 맞긴 맞나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
혹시 잘못처방된 약은 아니겠죠? 기억력이 호전 안되요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
기억력 고치려고 먹는약인데 기억력 악화시키는 약 같아요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
이약이 뭐가 좋은지도 모르는 약입니다,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
이 약은 왜 기억력이 점점 안 좋아질까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
oooo약은 왜 기억력이 안좋아질까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
이 약은 정확히 무슨약인가요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
oooo약이 정확하게 어떤 역할 하나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
oooo약이 큰 도움되나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
oooo약이 왜먹는지도 모르겠어요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
증상이 날이 갈수록 악화되니 동기부여가 사라져요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
이 약을 왜 먹어야 할까요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
이 약은 효과만 악화시키군요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
이 약은 정체가 뭔가요 증상이 안좋아져요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
증상이 점점 안좋아지는게 약인가요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
이약은 약같지 않아요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
이 약에 대해서 자세히 궁금해요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
oooo약은 어떤 역할을 하는 약인가요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
oooo약은 답이 안나와요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
모든약이 효과가 없나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
증상이 좋아지는 약은 없나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
시키는대로 복용해도 증상이 안좋아져요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 이 약을 복용한다면 기억력 악화를 막아주는지 알려주세요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 이 약을 복용한다면 더 이상 치매 진행이 안되는건가요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 이 약을 복용한다면 기억력이 떨어지는 것을 막을 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 이 약을 복용한다면 기억장애가 악화되는것을 막을 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 이 약을 복용한다면 기억력이 악화되는것을 막을 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 이 약을 복용한다면 기억장애를 멈출 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 이 약을 복용한다면 기억장애 진행을 멈출 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 이 약을 복용한다면 기억장애가 완치 될 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO를 복용하면 기억력이 떨어지는 것이 나아질까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO이 기억력이 악화되는것을 막는데 도움을 주나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO이 기억장애 진행을 멈추는데 도움을 주나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO를 복용하면 기억력 악화를 막아주나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO이 기억력이 떨어지는 것을 막아줄수있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO이 기억장애가 악화되는 것을 막을 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO을 복용하면 기억장애가 완치 될 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO을 복용하면 치매 진행이 더 늦춰질수있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 복용하면 기억장애를 멈출 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 먹으면 기억장애가 완치될 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 복용하면 기억력이 악화되는것을 막아주나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 먹으면 기억력 악화를 막을수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 복용하면 기억력 악화를 막을수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 이 약의 효과가 궁금합니다.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 이 약을 복용시 기억장애가 더 진행 안할 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 이 약을 복용시 치매 진행이 멈추는건가요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 이 약을 복용시 치매가 악화되는것을 멈출 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 이 약을 복용시 기억력이 악화되는것을 막을 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 이 약을 복용시 기억장애를 멈출 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 이 약을 복용시 기억장애가 완치 될 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 이 약을 복용시 기억장애가 악화되는것을 막을 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO을 얼마나 복용해야 기억장애가 더 진행안되는지 알고싶어요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO을 어느 기간동안 복용해야 효과가 있는지 알고싶어요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 약을 얼마나 복용해야 치매에 효과가 있는지 알고 싶어요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 약을 얼마나 복용해야 기억장애에 효과가 있는지 알고싶어요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 약을 얼마동안 복용해야 기억장애 진행을 멈출 수 있는지 알고 싶어요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 약을 얼마동안 복용해야 기억장애가 완치 될 수 있는지 알고 싶어요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 약을 얼마동안 복용해야 기억력 저하를 멈출 수 있는지 알고 싶어요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 약을 얼마동안 복용해야 기억력이 떨어지는 것을 막을 수 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 약을 얼마동안 복용해야 효과가 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
지금 처방받은 약을 복용하면 바로 효과가 있나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 복용해도 증상에 효과가 없는거 같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 복용해도 기억력 저하가 계속 일어나는것 같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 복용해도 기억력이 자꾸 떨어지는것 같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 복용해도 기억장애가 계속 진행되는것 같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 복용해도 치매가 계속 진행되는것같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약을 복용해도 증상이 개선되지 않는것 같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO을 복용해도 기억력 저하가 계속 일어나는 것 같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
OOOO을 복용해도 치매가 계속 진행되는것 같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 약을 복용해도 효과가 없는 것 같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 약을 복용해도 기억력 저하가 계속 일어나는 것 같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
처방받은 약이 OOOO 인데 약을 복용해도 증상이 개선되지 않는 것 같아요.,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 먹으면 기억력이 좋아질까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
기억력이 그대로인것 같아요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 먹으면 기억력이 좋아지긴할까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약의 효과가 없는거 같아요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 먹어도 증상이 그대로인것 같아요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
증상을 개선하고 싶은데 약을 얼마나 복용해야하나요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 얼마나 먹으면 괜찮아질 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
기억력 저하를 막을 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
치매가 계속되는데 약을 얼마나 먹어야할까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
기억력이 자꾸 떨어지는데 얼마나 약을 복용해야할까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
기억력 개선이 되려면 얼마나 약을 먹어야할까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
치매가 완치가 될 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
얼마나 약을 먹으면 치매가 개선이 될 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 얼마나 먹으면 기억력 저하를 막을 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
기억력 저하를 막을 방법이 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 얼마동안 먹으면 괜찮아질 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
치매 예방에 약을 복용하는것이 도움이 될까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
기억력 저하를 막으려면 어떻게 해야할까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 먹는거로 치매를 치료할 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 많이 먹으면 기억력 개선이 빨라질까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 얼마나 먹으면 기억 장애를 막을 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
기억력이 더 안좋아지는 것 같은데 약을 얼마나 먹어야할까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 먹으면 진행이 늦춰질 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 먹으면 치매가 완치될 수 있을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 먹어도 증상이 계속 진행되는것 같아요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
기억력 저하는 얼마나 지난야 개선이 될까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약이 효과가 있는게 맞을까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
증상 개선을 하려면 약을 얼마나 먹어야할까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 먹는것으로 치매 개선이 될까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 복용하며 기억력 개선에 도움이 될까요?,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약이 효과가 없는것같아요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
약을 먹어도 기억력 개선이 되지 않는것 같아요,"현재 처방받고 계신 약제는 증상 개선을 위한 약제이지만 기억력 저하를 막을 수는 없습니다. 그러나, 장기간 꾸준히 복용하는 것이 추후 기억력 저하의 진행을 느리게 합니다. ",0
